"A l opposé de toutes les séries américaines actuelles ,  cette série dénonce notre mode de consommation ,  les réseaux sociaux ,  les conglomérats style Apple qui nous vendent du rêve à un prix très élevé .  .  . Elliot est un jeune informaticien spécialiste de la sécurité le jour ,  et hacker la nuit .  .  . Le pilot nous installe dans une ambiance froide où notre héros anarchiste qui rêve d un monde meilleur a toutes les difficultés pour communiquer avec les autres mais a un véritable don pour hacker la vie des autres .  .  . Ce justicier asocial qui travaille sous Linux (petite allusion .  .  . ) et que je rangerais dans la catégorie desWhite hats va être repéré et testé par un groupe de hackers pour rallier leur cause (quoi qu il reste encore des interrogations sur la réalité de ces personnages .  .  . )J espère que la suite de ce pilot restera vraiment originale comme ce premier épisode dont les dialogues et les réflexions de notre hacker sur notre monde sont extrêmement justes .  Cette série me plait beaucoup parce que le personnage principal est anti-conformiste ,  il dénonce les travers de notre société même s il évolue dans un monde profondément capitaliste et inégalitaire .  .  . Spoiler 2ème épisode :Pour ma part un peu moins bon que le pilot mais je m y attendais .  .  . Je regrette notamment tous les passages sur le hacking du 1er épisode que j avais trouvé très crédible et là ,  il y en avait beaucoup moins .  .  . Je pense aussi (comme d autres) que un ou plusieurs personnages sont juste le fruit de son imagination .  .  . Mais cette série a une ambiance envoutante qui me plait bien (et le milieu du hacking n est que très rarement abordé dans les séries)"	nous	je	mais	O	338	28	0	6	O	10
"Mr robot était pour moi plutôt une bonne surprise ,  les acteurs sont tous très juste et la mise en scène soigné et la soundtrack vraiment cool . (   .   ) . ( 41614 ); Malgré quelque twist prévisible ,  la série offre sont lot de surprise ,  et même quand ,  comme moi ,  on n y connais rien à l informatique et au monde des hakers ,  la série reste suffisamment simple et explique bien les choses afin de ne pas être perdue au milieu de ce jargon informatique . bref ,  excellente série que je conseil à tout le monde ,  notamment au fan comme moi de Christian Slater ,  beaucoup trop rare sur nos écrans et que j adore . "	O	je	O	O	138	5	0	9	O	10
"Autant le personnage de Patrick Jane est sympathique et intéressant ,  autant je trouve l intérêt de la série trop centré sur lui ,  donnant aux autres personnages un intérêt très relatif .  Dommage .(   .   ) . ( 41614 ); "	O	je	O	O	49	3	0	2	O	5
"Mr .  Robot regorge de clichés .  On a le copain infidèle ,  un loser moyen non-aimable et un peu lâche .  La fille déjantée qui hurle - ou plutôt ,  quiwoo-hoo- quand elle est contente et qui aime le danger et se-rit-du-danger-ha-ha-ha-ha-ha . (   .   ) . ( 41614 ); La junkie sympa et touchante et souvent dans la lune .  Le dealer psychopathe moins intelligent que la moyenne et dangereux .  L ambitieux rival prêt à tout pour gravir les échelons du système libéral américain .  Le héros asocial qui se définit par la solitude qui le ronge mais qui quand même commence à en avoir marre de cette solitude parce qu il a du mal à discerner la réalité . Et quand un protagoniste semble échapper à ces portraits-robots décevants ,  à savoir le personnage éponyme ,  il est immédiatement cataloguéfou  .  Comme pour rassurer un spectateur dont on n estime pas beaucoup la capacité d analyse . La série ne s en sort que par son thème : le hacking .  C est juste ,  c est intéressant voire passionnant .  Chacun prendra plaisir à reconnaître le peu qu il connaît en informatique ,  et à bien vouloir croire la crédibilité - avérée - de ce qu il ne comprend pas .  De l inédit qui rafraîchit et se moque ouvertement des fictions caduques représentant un virus par un fucking fantôme dans Pacman . Sam Esmail surfe donc logiquement sur les thèmes qui ont trait au milieu : hacktivisme ,  anarchisme ,  altermondialisme .  Ce n est ni brillant ,  ni franchement mauvais ; ça se laisse regarder sans bondir du canapé en renversant son café .  Pas suffisant pour accorder un second mandat à la série et à Gideon Goddard ,  Président d Allsafe dans la série ,  et Président des États-Unis dans House of Cards . "	O	O	mais	O	341	19	0	11	O	5
"Les Allemands et les Japonais ont gagné la Seconde Guerre Mondiale .  Les Etats-Unis sont sous domination ,  et alors qu’Hitler vieillit ,  de nombreuses tensions agitent les deux puissances . (   .   ) . ( 41614 ); D’autant plus que la résistance fait circuler des films étranges qui montrent la fin de la guerre telle que nous la connaissons . Juliana Crain vit dans la zone contrôlée par le Japon ,  avec son fiancé .  Elle rencontre presque par hasard sa demie-sœur ,  qui lui confie un film ,  avant de se faire tuer par la Kempetaï .  Ayant regardé le film ,  elle décide de se rendre au rendez-vous ,  en zone libre . Beaucoup de mystères planent dans cette série ,  the « man in the high castle » .  On se demande le comment du pourquoi et on a absolument envie d’avoir le fin mot de l’histoire (pour cela ,  lire le roman sera peut-être plus rapide que d’attendre la saison 2) . Grâce aux décors ,  on se laisse vite entraîner dans cette ambiance bien particulière ,  cette esthétique quasiment en noir et blanc .  Les acteurs sont quant à eux bien choisis et très justes dans leurs rôles . "	nous	O	O	226	12	0	11	O	5
"Elliot est un jeune aussi talentueux avec un ordinateur dans les mains que perdu dans une conversation avec des humains .  .  .  La drogue l aide à le canaliser mais amplifie ses névroses . (   .   ) . ( 41614 ); Bref ,  un jeune prometteur version 2015 .  Mais ce génie informatique va se faire embarquer bien malgré lui (quoique .  .  . ) dans un plan anarchique visant à effondrer le système bancaire . On est donc dans la vagueBouhouuu ,  regardez les banquiers ,  comme ils sont méchants ,  vraiment méchants ,  très très méchantsen vogue depuis 2008 et c est un des points faibles à mon sens .  Pourquoi . Parce qu il s agit d une série fantastique niveau réalisation .  Le montage est impeccable; les moments d illusion et de réalité se mêlant les uns aux autres de manière parfaitement cohérentes (l existence de son père dans la saison 1 ,  son incarcération dans la saison 2) - ouais ,  Fincher ,  celle-là ,  elle t est dédiée -; les acteurs délivrent une qualité de jeu vraiment bonne dont le personnage principal interprété par Rami Malek en est l image même et l apport de Joey Bada$$ dans la saison 2 est puissant; les plans sont soignés et la photographie y est jolie .  Mais .  .  . Les personnages sont clichés et au final peu exploités psychologiquement .  .  .  J ai l impression que chaque personnage est enfermé dans une image qui reste figée et qui a du mal à évoluer ,  ni à se justifier . Le méchant est un psychopathe parce qu il veut le contrôle de tout ,  forcément sa femme est pareille ,  voire pire sans que l on ne comprenne son intérêt dans tout cela .  .  .  La copine d enfance est loyale alors que tous les signes sont là pour lui dire de se barrer si bien qu à plus d un moment on ne comprend pas non plus pourquoi elle continue de jouer dans ce petit jeu .  Les hackers sont anarchistes alors qu ils ont le talent et les opportunités pour se mettre bien .  Et le personnage qui rendait l interaction avec le héros de l histoire intéressante est évincé de l histoire assez rapidement (même brutalement) alors que j aurais aimé voir cette interaction se développer .  .  .  Le couple que Shayla et Elliot formaient à l écran était vraiment riche de promesses mais bon .  .  . on s en passera apparemment . Et le scénario est d une ampleur trop importante avec une procédure pas spécialement si complexe mais qui ,  personnellement ,  m a détaché de l histoire .  Et c est dommage .  Le concept est intéressant .  Il y a des bonnes idées (Elliot luttant contre certains crimes via son ordi ,  sa relation avec la psy et comment il intervient dans sa vie privée ,  son implication avec le développement du site sur le dark web) mais ce plan pour détruire le milieu financier et faire face à Evil Corp est lassant et déshumanise l histoire .  .  .  Et c est ça qui m ennuie .   C est que j ai trouvé énormément d intérêt dans ces histoires/embrouilles annexes mais que peu dans le plot principal .  .  .  Chaque fois que ces passages-là sont entrés en scène ,  je me disais que c était vraiment passionnant et dans la main story ,  je me sentais l âme d un naufragé . La saison une voit l achèvement de la phase 1 de ce plan de destruction ,  tandis que la saison deux nous sert juste de aftermath au succès de cette phase et nous annonce en fin de parcours qu il va falloir se préparer à une phrase deux .  Cette saison était donc peu intéressante sur l avancée du plot . J admire et en même temps je me lasse de cette série .  .  .  Dur de trancher mais ses qualités surtout techniques bien réelles me font pencher vers le 7 plutôt que le 6 avec lequel j hésitais .  .  . "	nous	je	mais	alors_que	758	53	0	19	O	5
"Si dans le monde réel nous avons les Anonymous ,  la série ,  elle ,  a Elliot . (   .   ) . ( 41614 ); Employé matriculé d’une firme spécialisée dans la sécurité informatique et des serveurs le jour ,  Elliot se révèle être un hackeur justicier la nuit .  Piégeant un à un les escrocs de la société ,  dévoilant pour arriver à ses fins les sales petits secrets qu il peut trouver sur eux ,  en bidouillant ses doigts sur son ordinateur .  Ce n est pas tout ,  il utilise des drogues et voit régulièrement une psy .  Les justiciers ne sont pas tous vétus d une cape ,  Elliiot affiche d emblée son caractère asocial en ne quittant pour ainsi dire jamais sa capuche de sa tête .  Mr . Robot a un atout ,  son gros atout ,  et bien c est son scénario .  Contrairement à la majorité des schémas de scénario de base ,  celui de la série n’est pas rempli de rebondissements mais d’ouvertures .  Nous sommes tenus en haleine par ce monde où les fantômes et la discrétion sont omniprésents ,  et où une poignée d’êtres humains contrôle les autres .  Les hypothèses sont nombreuses autour des personnages et permettent au téléspectateur de rester accroché à Mr .  Robot ,  en plus du fait que nous sommes dans une série qui brise le quatrième mur .  En effet ,  Elliot nous parles assez régulièrement ,  et nous distingue comme un ami imaginaire .  Ce qui nous mêles davantage et de manière plus efficace encore à l histoire .  C’est sans faux pas que la série aborde avec une facilité déconcertante des notions complexes d’informatique ,  de philosophie ,  d’économie ,  de croyance ou de psychologie ,  aussi pertinente lorsqu’elle évoque l’évidente instabilité d’un paradigme bâti sur de l’abstrait ,  que lorsqu’elle s’intéresse aux blessures intimes de ses personnages .  L’écriture ,  tout comme la mise en scène ,  sont évolutives .  Si Mr .  Robot possède une vision d’ensemble bien définie ,  chaque épisode propose un véritable fil conducteur stylistique .  La réalisation y sera plus intense ou moins ambiguë ,  les scènes s’enchaîneront de telle manière pour qu’à la fin de l’épisode ,  de façon plus ou moins évidente ,  Esmail en vienne à une conclusion ,  qu’il s’agisse de remettre en question la moralité de son protagoniste ,  sa santé mentale ,  ou d’évoquer la place de l’humain dans une société comme la nôtre . C’est cette ambivalence qui traverse Mr .  Robot .  Esmail ne fait pas de ces révolutionnaires anticapitalistes des héros ,  il ne fait pas de leur cause un étendard ,  et même s’ils sont bien intentionnés ,  il ne les présente même pas comme des bonnes personnes .  Des dangers ,  des inconscients ,  ou même des criminels ,  qui menacent l’équilibre d’un monde imparfait ,  dont la présentation comme un nemesis machiavélique est définie dès le départ comme un fantasme dont la réelle nature est transformée ,  jusqu’à son nom ,  par l’esprit difficilement fiable de la figure centrale de la série .  Si on sait lire entre les lignes ,  Mr .  Robot n’est pas un bête pamphlet schizo-anarchiste à la Fight Club ,  mais une fresque politique qui pose la question de la subjectivité .  Son protagoniste n’est pas un justicier ,  mais un solitaire asocial qui veut sauver le monde depuis sa chambre miteuse . Si la première saison avait remportée le titre de la série événement de l été 2015 grâce à la réalisation efficace de Sam Esmail ,  et de son équilibre qui offrait aux personnages une première aventure de choix ,  cette saison deux lui emboîte le pas en optant pour une surenchère de remise en question concernant la mentalité de nos personnages .  Tout en essayant de creuser davantage les bienfaits et conséquences de leurs actes .  La saison est donc pétrie de bonnes attentions vis-à-vis du fan et du grand public ,  en effet ,  à peine a-t-on le temps de se remémorer les événements passés que nous tombons net dans une ambiance troublante en terme de compréhension .  Une maîtrise parfaite de l illusion pousse les spectateurs à se demander où se situe la mince ligne qui sépare le réel de l irréel .  Pas de doutes ,  la saison deux est très axée psychologie et nous rend tout aussi paumé qu Elliot peut l être lors de cette nouvelle aventure palpitante . Pour autant ,  la saison 2 amène à nous questionner ,  la série essaie tant bien que mal de se séparer de sa lutte contre cette société imparfaite ,  point central de la saison une ,  pour affiner les détails de nos personnages ,  voir de les découvrir d une tout autre manière .  Elle sème le doute ,  sommes-nous vraiment les gentils .  Finalement ,  impossible de dire que la série a un côté manichéen dans sa narration tellement les pires personnages de la série ,  humainement parlant ,  peuvent sembler être en détresse et incarner les victimes des conséquences irreversibles de la saison une .  Ainsi ,  les relations se brisent ,  l ami est peut-être un ennemi ,  une question taraude l esprit: ont-ils réellement bien fait .  La psychologie peut donc correspondre à ce qui semble être le tout nouveau rouage principal de la série ,  mais il est regrettable de se dire que malgré une bonne intention ,  la lutte de base semble d une certaine façon en pause .  La société subit ,  pendant que la Fsociety semble enclin à des missions beaucoup plus futiles que la normal .  Le hic est que certains des personnages sont reliés au second plan pour le besoin de cette pause ,  ce qui fait que la série descend dans la notation du très bien ,  alors que la première saison était dans l excellent . "	nous	O	mais	alors_que	1086	39	0	63	O	10
"Mouais .  Le principe de la série peut être intéressant mais il est tellement mal exploité et sous-tendu par du vide que la série n en garde aucun intérêt . (   .   ) . ( 41614 ); Le génie de Patrick Jane n a lieu que grâce à la maladresse improbable de ces collègues enquêteurs aussi doués dans leur métier qu un manchot hydrophobe pourrait l être dans la pratique de la brasse papillon .  Les personnages secondaires sonnent creux ,  n ont aucune prestance et n apportent rien .  Les efforts déployés pour rendre le Mentaliste détaché ,  provocateur et un brin cynique tombent à plat : Jane n a rien à voir avec un House . En bref ,  une série sans valeur reposant entièrement sur les épaules musclées de Simon Bake qui malgré tout garde une classe et un charisme assez remarquable . "	O	O	mais	O	157	8	0	3	O	1
"Je sais ,  je suis un hater .  Je reviens sur SC comme j y suis venu la première fois : par énervement total contre des oeuvres se moquant de l intelligence potentielle du public . (   .   ) . ( 41614 ); Cela faisait des mois que je n étais passé et Mr Robot ,  conjugué à l engouement bêlant pour cette sombre daube ,  me fait sortir du bois .  A cela cinq raisons :1 - Construire un pilote ou premier épisode de grande qualité pour vendre une série incapable de tenir ses promesses ,  ça me désespère .  C est la pire des promos ,  la plus décevante et frustrante .  Exemple typique : dans le premier épisode on nous donne des points techniques solides (usage de Tor ,  référence aux sites oignons du dark web ,  à Gnome et KDE etc .  .  . ) et au delà de cet énoncé on se retrouve avec des conneries du typebranchons une carte de Raspberry nue sur un thermostat et contrôlons là à distance pour faire fondre les bandes de données ,  même si l on vient juste de dire qu aucune communication ne pouvait passer là où elle est  .  Je ne sais pas ce qui m a fait le plus rire ,  le ridicule prétentieux (Arduino c est trop mainstream) d user d une Raspberry aussi absurdementou le fait que les stockages ne se font plus sur bande depuis des décennies .  Ce n est pas un détail anodin mais la concrétisation de la technique d écriture qui se retrouve en tous points du scénario : on bosse sur la profondeur mais pas au delà du troisième épisode ,  après on peut se permettre de balancer tout et n importe quoi ,  peu importe du moment que l intro a été validée par desspécialistessur les réseaux sociaux .  Foutaises . 2 - On ne devrait pas laisser à des coincés du cul le soin d écrire des histoires subversives .  Ils ne peuvent pas s empêcher de balancer leur propagande conservatrice .  Selon le mode précédent on se retrouve alors dans le premier épisode avec une définition assez fidèle des motifs qui poussent les hackersmorauxà se battre contre un système infâme ,  et puis dès le second on les fait passer pour des terroristes écervelés et amoraux qui ne pourraient avancer sans tuer des innocents à moins que le gentil héros ne trouve une solution pacifique .  Comme si ça ne suffisait pas il fallait qu ils ajoutent leurs aprioris sexuels .  Pas un seul personnage positif ne baise à l écran .  Par contre plus les personnages sont toxiques plus leurs comportement sexuelsdéviantssont exposés selon les critères bien pensants des auteurs .  C est caricatural ,  stupide ,  voire odieux ,  c est le puritanisme made in USA . 3 - On ne devrait pas laisser des neurotypiques faire des séries sur lessurdoués  .  A plus forte raison que le héros est aussi porteur des traits autistiques spécifiques aux Asperger .  Et one more time on se retrouve ici avec un premier épisode qui laisse penser qu il y a un travail de fond sur le sujet ,  puis une accumulation d aberrations sans queue ni tête sur tout le reste du développement ,  d autant que le personnage passe fréquemment par la case psy qui limite son diagnostic à une forme de psychose .  A la limite s ils voulaient un diagnostic erroné pour troubler les pistes ils auraient put choisir la bipolarité ,  la dépression maniaco dépressive etc . Que neni ,  au lieu de cela ils ont choisi le diagnostic le plus incompatible avec ce type de nature : la perte de la réalité jusqu à l hallucination schyzophrénique .  Ah oui ,  sauf qu il y a le twist qu on sent venir dès le départ .  C est bien les twists ,  on peut raconter n importe quoi et rebondir pour une seconde saison .  Bon ,  faut pas trop en demander non plus niveau twist ,  c est du déjà vu ,  Fincher ,  tout ça . 4 - Je n aime pas qu on me prenne pour un débile ,  je n aime pas les grosses ficelles ultra visibles ,  à plus forte raison qu on s amuse à jouer du mind fuck .  Evil corp ,  bordel .  Avec le E basculé de Dell .  .  .  pourquoi Dell  .  Pas les burnes de s attaquer à IBM Apple ou Microsoft en dehors de quelques vagues piques  .  Et EVIL quoi .  .  .  c est bon on a pigé que c était les méchants vilains .  De là à se gargariser avec la subtilité du truc .  .  .  ah mais va y avoir un twist .  Ou pas .  .  .  hum . 5 - Je n aime pas avoir mal pour de bons acteurs qui se débattent comme des papillons devant une lampe pour sauver leur carrière de scénaristes pathétiques .  Je trouve cela cruel ,  je préfère qu ils soient au même niveau comme dans The 100 ,  au moins les choses sont claires quand ils sont aussi mauvais que l ensemble de la prod .  Enfin pour le coup on peut voir le verre à moitié plein : le jeu est assez bon . J ai pensé donner un 1 parce que la note moyenne est vraiment à la ramasse ,  mais ça aurait été injuste pour les acteurs .  Pas moyen de dépasser 5 non plus ,  c est trop gâché .  3 ou 4 me semble plus juste ,  allez 3 pour compenser un peu la sur évaluation de cette daube . Comme d hab je laisse le soin aux haters de haters de cracher sur cette critique . ^^"	nous	je	mais	1054	55	0	33	O	1
"Bienvenue chez les nerds .  Le monde est dominé par ceux qui tissent la Toile ,  maîtrisent ses arcanes et ses codes .  Ces hackeurs parviendront-ils à contrôler l’univers en craquant les données des multinationales  .  La formidable série Mr . (   .   ) . ( 41614 ); Robot explore ce sujet actuel et brûlant . Elle n’est pas encore diffusée chez nous ,  mais elle a conquis un vaste public et obtenu 9/10 sur le site de référence IMDB . Génie nerdC’est l histoire d un pirate nommé Elliot Alderson (Rami Malek) .  Le jour ,  il bosse comme programmeur dans une boite de sécurité informatique .  La nuit ,  il pourchasse les pervers sur Internet .  Même ceux qu’il aime ,  il les pirate : sa meilleure amie et collègue ,  Angela (Portia Doubleday) ou sa psy (Gloria Reuben) à qui il ment effrontément .  Orphelin ,  mal dans sa peau ,  camé ,  Elliot tente de survivre à ses angoisses et hallucinations . Fuck societyUn jour ,  un certain Mr .  Robot (Christian Slater) à la tête de FSociety ,  un groupuscule de hackers ,  aborde Elliot .  Il doit les aider à réaliser leur objectif ,  détruire la multinationale E Corp ,  l’un des clients qu’Elliot est censé protéger .  Il faut convaincre d’autres réseaux ,  pénétrer les systèmes les plus sécurisés pour démolir Wall Street .  Les choses se corsent pour le génie asocial ,  d’autant qu’il a bien du mal à rester vissé dans la réalité .  Réalisée avec soin ,  fouinant dans les sombres recoins de New-York et de Coney Island ,  la série raconte par la voix-off d’Elliot ,  ses hésitations ,  son basculement dans le monde virtuel qu’il s’est construit et qui l’envahit .  Comme Dexter ,  le justicier à la double vie ,  Elliot fascine par son ambiguïté . ParanoLa série mélange habilement les intrigues de sa vie privée et celle de ses proches .  Autour de lui tournent quelques jolies filles douées (Darlene ,  jouée par Carly Chaikin) ,  dangereuses ,  menacées .  De puissants managers ,  dont le plus inquiétant ,  Tyrell Wellick (Martin Wallström) nerd ambitieux qui enfile des gants pour tabasser des clochards .  Le scénario ,  complexe et attentif aux personnages secondaires ,  s’inspire de Fight Club .  Dans cet univers impitoyable ,  personne n’est à l’abri ,  la paranoïa règne tout au long de l’intrigue ,  usant de rythmes syncopés puis étirés ,  désarçonnant le spectateur et le rattrapant sur la durée . Rami le fantômeSous une capuche noire ,  la paire d’yeux globuleux d’Elliot hypnotise .  Son corps instable ,  sa façon de se mouvoir font de lui un fascinant fantôme .  Possédé par son rôle ,  l’acteur Rami Malek mène la danse et se permet l’humour ,  le cynisme ,  la douceur ,  la mélancolie .  Une série qui a ses codes ,  son jargon et ses adeptes . Mes critiques sont publiées aussi sur http://www . proximustv . be/fr/info/chroniques/auteurs/2/valerie"	nous	O	mais	O	563	31	0	40	O	10
